row,obs,id,task,alt,choice,none,brand_1,brand_2,ftlabel,cocoa_low,cocoa_high,price,female,age_26
2871,957,183,5,3,1,1,0,0,0,0,0,0,1,0
2872,958,183,6,1,0,0,-1,-1,1,0,1,1.99,1,0
2873,958,183,6,2,1,0,1,0,-1,1,0,1.19,1,0
2874,958,183,6,3,0,1,0,0,0,0,0,0,1,0
2875,959,183,7,1,0,0,1,0,1,-1,-1,0.89,1,0
2876,959,183,7,2,1,0,0,1,-1,1,0,0.99,1,0
2877,959,183,7,3,0,1,0,0,0,0,0,0,1,0
2878,960,183,8,1,1,0,1,0,1,1,0,1.99,1,0
2879,960,183,8,2,0,0,-1,-1,1,-1,-1,1.49,1,0
2880,960,183,8,3,0,1,0,0,0,0,0,0,1,0
2881,961,183,9,1,0,0,1,0,-1,-1,-1,1.19,1,0
2882,961,183,9,2,0,0,0,1,1,0,1,0.89,1,0
2883,961,183,9,3,1,1,0,0,0,0,0,0,1,0
2884,962,183,10,1,1,0,0,1,-1,1,0,1.49,1,0
2885,962,183,10,2,0,0,-1,-1,1,0,1,1.19,1,0
2886,962,183,10,3,0,1,0,0,0,0,0,0,1,0
2887,963,183,11,1,0,0,1,0,1,-1,-1,0.99,1,0
2888,963,183,11,2,0,0,0,1,1,-1,-1,1.99,1,0
2889,963,183,11,3,1,1,0,0,0,0,0,0,1,0
2890,964,183,12,1,1,0,-1,-1,1,1,0,0.89,1,0
2891,964,183,12,2,0,0,0,1,1,-1,-1,1.19,1,0
2892,964,183,12,3,0,1,0,0,0,0,0,0,1,0
2893,965,183,13,1,0,0,-1,-1,-1,1,0,1.99,1,0
2894,965,183,13,2,1,0,1,0,1,1,0,1.49,1,0
2895,965,183,13,3,0,1,0,0,0,0,0,0,1,0
2896,966,183,14,1,0,0,1,0,-1,-1,-1,0.89,1,0
2897,966,183,14,2,0,0,0,1,1,0,1,0.99,1,0
2898,966,183,14,3,1,1,0,0,0,0,0,0,1,0
2899,967,189,1,1,0,0,-1,-1,-1,0,1,0.99,1,1
2900,967,189,1,2,1,0,1,0,-1,0,1,1.49,1,1
2901,967,189,1,3,0,1,0,0,0,0,0,0,1,1
2902,968,189,2,1,0,0,-1,-1,1,1,0,0.99,1,1
2903,968,189,2,2,0,0,1,0,-1,1,0,1.19,1,1
2904,968,189,2,3,1,1,0,0,0,0,0,0,1,1
2905,969,189,3,1,1,0,-1,-1,1,0,1,1.99,1,1
2906,969,189,3,2,0,0,0,1,1,-1,-1,1.49,1,1
2907,969,189,3,3,0,1,0,0,0,0,0,0,1,1
2908,970,189,4,1,0,0,1,0,-1,-1,-1,0.99,1,1
2909,970,189,4,2,0,0,0,1,1,0,1,1.19,1,1
2910,970,189,4,3,1,1,0,0,0,0,0,0,1,1
2911,971,189,5,1,0,0,0,1,1,1,0,0.99,1,1
2912,971,189,5,2,0,0,-1,-1,-1,1,0,1.99,1,1
2913,971,189,5,3,1,1,0,0,0,0,0,0,1,1
2914,972,189,6,1,0,0,-1,-1,1,-1,-1,1.19,1,1
2915,972,189,6,2,0,0,1,0,1,1,0,0.89,1,1
2916,972,189,6,3,1,1,0,0,0,0,0,0,1,1
2917,973,189,7,1,1,0,1,0,1,0,1,0.89,1,1
2918,973,189,7,2,0,0,0,1,-1,-1,-1,1.99,1,1
2919,973,189,7,3,0,1,0,0,0,0,0,0,1,1
2920,974,189,8,1,0,0,-1,-1,1,-1,-1,1.49,1,1
2921,974,189,8,2,0,0,1,0,-1,-1,-1,1.19,1,1
2922,974,189,8,3,1,1,0,0,0,0,0,0,1,1
2923,975,189,9,1,0,0,0,1,-1,1,0,0.89,1,1
2924,975,189,9,2,1,0,1,0,1,0,1,0.99,1,1
2925,975,189,9,3,0,1,0,0,0,0,0,0,1,1
2926,976,189,10,1,0,0,1,0,1,1,0,1.99,1,1
2927,976,189,10,2,0,0,0,1,-1,-1,-1,0.89,1,1
2928,976,189,10,3,1,1,0,0,0,0,0,0,1,1
2929,977,189,11,1,0,0,0,1,1,1,0,1.49,1,1
2930,977,189,11,2,0,0,-1,-1,-1,-1,-1,0.89,1,1
2931,977,189,11,3,1,1,0,0,0,0,0,0,1,1
2932,978,189,12,1,0,0,1,0,1,-1,-1,1.99,1,1
2933,978,189,12,2,1,0,0,1,1,0,1,1.19,1,1
2934,978,189,12,3,0,1,0,0,0,0,0,0,1,1
2935,979,189,13,1,0,0,-1,-1,-1,1,0,1.19,1,1
2936,979,189,13,2,0,0,1,0,-1,1,0,1.49,1,1
2937,979,189,13,3,1,1,0,0,0,0,0,0,1,1
2938,980,189,14,1,1,0,-1,-1,-1,0,1,1.49,1,1
2939,980,189,14,2,0,0,0,1,-1,0,1,1.99,1,1
2940,980,189,14,3,0,1,0,0,0,0,0,0,1,1
2941,981,190,1,1,1,0,1,0,1,0,1,0.99,1,1
2942,981,190,1,2,0,0,-1,-1,-1,0,1,0.89,1,1
2943,981,190,1,3,0,1,0,0,0,0,0,0,1,1
2944,982,190,2,1,0,0,0,1,1,0,1,1.49,1,1
2945,982,190,2,2,1,0,1,0,1,-1,-1,0.89,1,1
2946,982,190,2,3,0,1,0,0,0,0,0,0,1,1
2947,983,190,3,1,0,0,-1,-1,-1,0,1,1.49,1,1
2948,983,190,3,2,1,0,1,0,-1,0,1,1.19,1,1
2949,983,190,3,3,0,1,0,0,0,0,0,0,1,1
2950,984,190,4,1,1,0,0,1,1,-1,-1,1.49,1,1
2951,984,190,4,2,0,0,1,0,-1,-1,-1,0.99,1,1
2952,984,190,4,3,0,1,0,0,0,0,0,0,1,1
2953,985,190,5,1,0,0,1,0,-1,1,0,1.49,1,1
2954,985,190,5,2,1,0,0,1,1,1,0,1.19,1,1
2955,985,190,5,3,0,1,0,0,0,0,0,0,1,1
2956,986,190,6,1,0,0,-1,-1,-1,-1,-1,0.89,1,1
2957,986,190,6,2,0,0,0,1,-1,1,0,0.99,1,1
2958,986,190,6,3,1,1,0,0,0,0,0,0,1,1
2959,987,190,7,1,0,0,0,1,-1,-1,-1,1.99,1,1
2960,987,190,7,2,1,0,-1,-1,1,1,0,1.49,1,1
2961,987,190,7,3,0,1,0,0,0,0,0,0,1,1
2962,988,190,8,1,1,0,1,0,1,-1,-1,1.19,1,1
2963,988,190,8,2,0,0,0,1,1,1,0,0.89,1,1
2964,988,190,8,3,0,1,0,0,0,0,0,0,1,1
2965,989,190,9,1,1,0,1,0,1,0,1,1.99,1,1
2966,989,190,9,2,0,0,0,1,-1,0,1,1.19,1,1
2967,989,190,9,3,0,1,0,0,0,0,0,0,1,1
2968,990,190,10,1,0,0,-1,-1,-1,1,0,1.19,1,1
2969,990,190,10,2,0,0,0,1,-1,-1,-1,1.99,1,1
2970,990,190,10,3,1,1,0,0,0,0,0,0,1,1
2971,991,190,11,1,0,0,1,0,-1,1,0,0.89,1,1
2972,991,190,11,2,0,0,-1,-1,1,-1,-1,0.99,1,1
2973,991,190,11,3,1,1,0,0,0,0,0,0,1,1
2974,992,190,12,1,0,0,-1,-1,1,-1,-1,1.19,1,1
2975,992,190,12,2,0,0,1,0,-1,1,0,1.99,1,1
2976,992,190,12,3,1,1,0,0,0,0,0,0,1,1
2977,993,190,13,1,0,0,-1,-1,1,0,1,1.99,1,1
2978,993,190,13,2,0,0,0,1,-1,0,1,0.99,1,1
2979,993,190,13,3,1,1,0,0,0,0,0,0,1,1
2980,994,190,14,1,0,0,-1,-1,1,1,0,0.99,1,1
2981,994,190,14,2,0,0,0,1,1,0,1,0.89,1,1
2982,994,190,14,3,1,1,0,0,0,0,0,0,1,1
2983,995,191,1,1,0,0,0,1,1,-1,-1,1.49,0,0
2984,995,191,1,2,0,0,1,0,-1,-1,-1,1.19,0,0
2985,995,191,1,3,1,1,0,0,0,0,0,0,0,0
2986,996,191,2,1,0,0,0,1,1,-1,-1,1.49,0,0
2987,996,191,2,2,0,0,-1,-1,-1,1,0,0.99,0,0
2988,996,191,2,3,1,1,0,0,0,0,0,0,0,0
2989,997,191,3,1,0,0,0,1,1,0,1,1.99,0,0
2990,997,191,3,2,0,0,1,0,1,1,0,1.19,0,0
2991,997,191,3,3,1,1,0,0,0,0,0,0,0,0
2992,998,191,4,1,0,0,-1,-1,1,0,1,1.19,0,0
2993,998,191,4,2,0,0,0,1,-1,1,0,0.89,0,0
2994,998,191,4,3,1,1,0,0,0,0,0,0,0,0
2995,999,191,5,1,1,0,-1,-1,-1,0,1,1.49,0,0
2996,999,191,5,2,0,0,1,0,1,1,0,0.99,0,0
2997,999,191,5,3,0,1,0,0,0,0,0,0,0,0
2998,1000,191,6,1,0,0,-1,-1,-1,-1,-1,0.99,0,0
2999,1000,191,6,2,0,0,1,0,-1,-1,-1,1.99,0,0
3000,1000,191,6,3,1,1,0,0,0,0,0,0,0,0
3001,1001,191,7,1,0,0,0,1,-1,0,1,0.99,0,0
3002,1001,191,7,2,0,0,-1,-1,-1,0,1,1.99,0,0
3003,1001,191,7,3,1,1,0,0,0,0,0,0,0,0
3004,1002,191,8,1,0,0,0,1,1,-1,-1,0.89,0,0
3005,1002,191,8,2,0,0,-1,-1,1,-1,-1,1.99,0,0
3006,1002,191,8,3,1,1,0,0,0,0,0,0,0,0
3007,1003,191,9,1,1,0,1,0,-1,0,1,0.89,0,0
3008,1003,191,9,2,0,0,-1,-1,1,-1,-1,1.19,0,0
3009,1003,191,9,3,0,1,0,0,0,0,0,0,0,0
3010,1004,191,10,1,0,0,0,1,1,1,0,1.99,0,0
3011,1004,191,10,2,0,0,1,0,-1,-1,-1,0.89,0,0
3012,1004,191,10,3,1,1,0,0,0,0,0,0,0,0
3013,1005,191,11,1,1,0,1,0,1,0,1,1.49,0,0
3014,1005,191,11,2,0,0,0,1,-1,1,0,1.19,0,0
3015,1005,191,11,3,0,1,0,0,0,0,0,0,0,0
3016,1006,191,12,1,0,0,-1,-1,-1,1,0,1.49,0,0
3017,1006,191,12,2,0,0,1,0,-1,1,0,1.99,0,0
3018,1006,191,12,3,1,1,0,0,0,0,0,0,0,0
3019,1007,191,13,1,0,0,-1,-1,1,0,1,0.89,0,0
3020,1007,191,13,2,1,0,1,0,1,0,1,0.99,0,0
3021,1007,191,13,3,0,1,0,0,0,0,0,0,0,0
3022,1008,191,14,1,1,0,0,1,-1,0,1,1.19,0,0
3023,1008,191,14,2,0,0,-1,-1,1,1,0,0.89,0,0
3024,1008,191,14,3,0,1,0,0,0,0,0,0,0,0
3025,1009,193,1,1,1,0,-1,-1,-1,0,1,0.99,0,1
3026,1009,193,1,2,0,0,0,1,-1,0,1,1.99,0,1
3027,1009,193,1,3,0,1,0,0,0,0,0,0,0,1
3028,1010,193,2,1,1,0,-1,-1,-1,1,0,1.49,0,1
3029,1010,193,2,2,0,0,0,1,1,-1,-1,1.99,0,1
3030,1010,193,2,3,0,1,0,0,0,0,0,0,0,1
3031,1011,193,3,1,0,0,1,0,1,-1,-1,0.99,0,1
3032,1011,193,3,2,1,0,0,1,1,0,1,1.49,0,1
3033,1011,193,3,3,0,1,0,0,0,0,0,0,0,1
3034,1012,193,4,1,0,0,0,1,-1,-1,-1,0.89,0,1
3035,1012,193,4,2,1,0,1,0,-1,1,0,1.99,0,1
3036,1012,193,4,3,0,1,0,0,0,0,0,0,0,1
3037,1013,193,5,1,0,0,1,0,-1,1,0,0.99,0,1
3038,1013,193,5,2,1,0,0,1,-1,1,0,1.49,0,1
3039,1013,193,5,3,0,1,0,0,0,0,0,0,0,1
3040,1014,193,6,1,1,0,0,1,1,0,1,0.89,0,1
3041,1014,193,6,2,0,0,1,0,1,0,1,1.49,0,1
3042,1014,193,6,3,0,1,0,0,0,0,0,0,0,1
3043,1015,193,7,1,0,0,0,1,-1,-1,-1,1.19,0,1
3044,1015,193,7,2,1,0,1,0,1,0,1,1.99,0,1
3045,1015,193,7,3,0,1,0,0,0,0,0,0,0,1
3046,1016,193,8,1,0,0,1,0,-1,-1,-1,1.19,0,1
3047,1016,193,8,2,1,0,-1,-1,1,0,1,0.99,0,1
3048,1016,193,8,3,0,1,0,0,0,0,0,0,0,1
3049,1017,193,9,1,0,0,-1,-1,1,-1,-1,0.89,0,1
3050,1017,193,9,2,1,0,1,0,-1,0,1,1.19,0,1
3051,1017,193,9,3,0,1,0,0,0,0,0,0,0,1
3052,1018,193,10,1,1,0,1,0,1,1,0,0.89,0,1
3053,1018,193,10,2,0,0,-1,-1,1,1,0,1.19,0,1
3054,1018,193,10,3,0,1,0,0,0,0,0,0,0,1
3055,1019,193,11,1,1,0,0,1,1,1,0,0.99,0,1
3056,1019,193,11,2,0,0,-1,-1,-1,0,1,0.89,0,1
3057,1019,193,11,3,0,1,0,0,0,0,0,0,0,1
3058,1020,193,12,1,1,0,1,0,1,-1,-1,1.49,0,1
3059,1020,193,12,2,0,0,-1,-1,-1,-1,-1,1.99,0,1
3060,1020,193,12,3,0,1,0,0,0,0,0,0,0,1
3061,1021,193,13,1,0,0,1,0,-1,1,0,0.89,0,1
3062,1021,193,13,2,1,0,-1,-1,1,1,0,1.99,0,1
3063,1021,193,13,3,0,1,0,0,0,0,0,0,0,1
3064,1022,193,14,1,1,0,0,1,1,1,0,1.19,0,1
3065,1022,193,14,2,0,0,-1,-1,-1,-1,-1,1.49,0,1
3066,1022,193,14,3,0,1,0,0,0,0,0,0,0,1
3067,1023,195,1,1,0,0,1,0,-1,-1,-1,0.89,0,1
3068,1023,195,1,2,1,0,-1,-1,1,1,0,0.99,0,1
3069,1023,195,1,3,0,1,0,0,0,0,0,0,0,1
3070,1024,195,2,1,0,0,1,0,-1,-1,-1,1.49,0,1
3071,1024,195,2,2,1,0,-1,-1,-1,1,0,1.99,0,1
3072,1024,195,2,3,0,1,0,0,0,0,0,0,0,1
3073,1025,195,3,1,0,0,-1,-1,1,0,1,1.19,0,1
3074,1025,195,3,2,0,0,0,1,1,-1,-1,1.49,0,1
3075,1025,195,3,3,1,1,0,0,0,0,0,0,0,1
3076,1026,195,4,1,0,0,1,0,1,-1,-1,1.99,0,1
3077,1026,195,4,2,0,0,0,1,-1,-1,-1,0.99,0,1
3078,1026,195,4,3,1,1,0,0,0,0,0,0,0,1
3079,1027,195,5,1,0,0,0,1,1,0,1,0.89,0,1
3080,1027,195,5,2,0,0,-1,-1,-1,0,1,1.49,0,1
3081,1027,195,5,3,1,1,0,0,0,0,0,0,0,1
3082,1028,195,6,1,1,0,0,1,-1,1,0,1.19,0,1
3083,1028,195,6,2,0,0,-1,-1,1,-1,-1,0.99,0,1
3084,1028,195,6,3,0,1,0,0,0,0,0,0,0,1
3085,1029,195,7,1,0,0,1,0,-1,0,1,0.99,0,1
3086,1029,195,7,2,0,0,0,1,-1,0,1,1.49,0,1
3087,1029,195,7,3,1,1,0,0,0,0,0,0,0,1
3088,1030,195,8,1,1,0,1,0,1,1,0,0.89,0,1
3089,1030,195,8,2,0,0,-1,-1,-1,-1,-1,1.19,0,1
3090,1030,195,8,3,0,1,0,0,0,0,0,0,0,1
3091,1031,195,9,1,1,0,1,0,1,1,0,1.49,0,1
3092,1031,195,9,2,0,0,0,1,1,-1,-1,1.19,0,1
3093,1031,195,9,3,0,1,0,0,0,0,0,0,0,1
3094,1032,195,10,1,1,0,0,1,-1,1,0,1.99,0,1
3095,1032,195,10,2,0,0,-1,-1,-1,-1,-1,0.89,0,1
3096,1032,195,10,3,0,1,0,0,0,0,0,0,0,1
3097,1033,195,11,1,0,0,1,0,1,0,1,1.19,0,1
3098,1033,195,11,2,0,0,0,1,1,0,1,1.99,0,1
3099,1033,195,11,3,1,1,0,0,0,0,0,0,0,1
3100,1034,195,12,1,0,0,1,0,-1,1,0,1.19,0,1
3101,1034,195,12,2,1,0,-1,-1,1,1,0,1.49,0,1
3102,1034,195,12,3,0,1,0,0,0,0,0,0,0,1
3103,1035,195,13,1,0,0,-1,-1,1,-1,-1,1.99,0,1
3104,1035,195,13,2,1,0,0,1,-1,1,0,0.99,0,1
3105,1035,195,13,3,0,1,0,0,0,0,0,0,0,1
3106,1036,195,14,1,0,0,1,0,1,0,1,0.99,0,1
3107,1036,195,14,2,0,0,-1,-1,-1,0,1,0.89,0,1
3108,1036,195,14,3,1,1,0,0,0,0,0,0,0,1
3109,1037,199,1,1,0,0,-1,-1,-1,1,0,1.19,1,1
3110,1037,199,1,2,1,0,1,0,-1,1,0,1.49,1,1
3111,1037,199,1,3,0,1,0,0,0,0,0,0,1,1
3112,1038,199,2,1,1,0,1,0,-1,0,1,1.99,1,1
3113,1038,199,2,2,0,0,0,1,1,1,0,0.99,1,1
3114,1038,199,2,3,0,1,0,0,0,0,0,0,1,1
3115,1039,199,3,1,0,0,1,0,1,0,1,1.19,1,1
3116,1039,199,3,2,1,0,-1,-1,-1,-1,-1,0.99,1,1
3117,1039,199,3,3,0,1,0,0,0,0,0,0,1,1
3118,1040,199,4,1,0,0,0,1,1,0,1,0.89,1,1
3119,1040,199,4,2,1,0,1,0,-1,-1,-1,1.19,1,1
3120,1040,199,4,3,0,1,0,0,0,0,0,0,1,1
3121,1041,199,5,1,0,0,0,1,1,0,1,0.89,1,1
3122,1041,199,5,2,1,0,-1,-1,1,0,1,1.49,1,1
3123,1041,199,5,3,0,1,0,0,0,0,0,0,1,1
3124,1042,199,6,1,1,0,0,1,-1,1,0,1.49,1,1
3125,1042,199,6,2,0,0,-1,-1,1,1,0,1.99,1,1
3126,1042,199,6,3,0,1,0,0,0,0,0,0,1,1
3127,1043,199,7,1,1,0,0,1,1,-1,-1,1.49,1,1
3128,1043,199,7,2,0,0,-1,-1,1,-1,-1,1.99,1,1
3129,1043,199,7,3,0,1,0,0,0,0,0,0,1,1
3130,1044,199,8,1,0,0,0,1,-1,-1,-1,1.99,1,1
3131,1044,199,8,2,1,0,1,0,1,1,0,0.99,1,1
3132,1044,199,8,3,0,1,0,0,0,0,0,0,1,1
3133,1045,199,9,1,0,0,-1,-1,1,0,1,1.19,1,1
3134,1045,199,9,2,1,0,1,0,-1,1,0,0.89,1,1
3135,1045,199,9,3,0,1,0,0,0,0,0,0,1,1
3136,1046,199,10,1,0,0,1,0,1,-1,-1,0.99,1,1
3137,1046,199,10,2,1,0,-1,-1,-1,1,0,0.89,1,1
3138,1046,199,10,3,0,1,0,0,0,0,0,0,1,1
3139,1047,199,11,1,0,0,-1,-1,-1,0,1,0.99,1,1
3140,1047,199,11,2,1,0,1,0,1,-1,-1,0.89,1,1
3141,1047,199,11,3,0,1,0,0,0,0,0,0,1,1
3142,1048,199,12,1,0,0,-1,-1,-1,-1,-1,0.89,1,1
3143,1048,199,12,2,1,0,0,1,-1,-1,-1,1.19,1,1
3144,1048,199,12,3,0,1,0,0,0,0,0,0,1,1
3145,1049,199,13,1,0,0,0,1,1,1,0,1.99,1,1
3146,1049,199,13,2,1,0,-1,-1,1,-1,-1,1.49,1,1
3147,1049,199,13,3,0,1,0,0,0,0,0,0,1,1
3148,1050,199,14,1,1,0,1,0,-1,0,1,1.49,1,1
3149,1050,199,14,2,0,0,0,1,-1,0,1,0.99,1,1
3150,1050,199,14,3,0,1,0,0,0,0,0,0,1,1
3151,1051,206,1,1,0,0,1,0,-1,0,1,1.19,1,0
3152,1051,206,1,2,1,0,-1,-1,-1,0,1,0.89,1,0
3153,1051,206,1,3,0,1,0,0,0,0,0,0,1,0
3154,1052,206,2,1,0,0,1,0,-1,-1,-1,1.49,1,0
3155,1052,206,2,2,1,0,-1,-1,1,1,0,1.19,1,0
3156,1052,206,2,3,0,1,0,0,0,0,0,0,1,0
3157,1053,206,3,1,0,0,0,1,1,1,0,0.89,1,0
3158,1053,206,3,2,1,0,-1,-1,1,-1,-1,0.99,1,0
3159,1053,206,3,3,0,1,0,0,0,0,0,0,1,0
3160,1054,206,4,1,0,0,-1,-1,-1,1,0,1.99,1,0
3161,1054,206,4,2,1,0,1,0,1,0,1,0.99,1,0
3162,1054,206,4,3,0,1,0,0,0,0,0,0,1,0
3163,1055,206,5,1,0,0,1,0,1,-1,-1,0.89,1,0
3164,1055,206,5,2,1,0,0,1,-1,-1,-1,1.19,1,0
3165,1055,206,5,3,0,1,0,0,0,0,0,0,1,0
3166,1056,206,6,1,0,0,0,1,1,0,1,1.99,1,0
3167,1056,206,6,2,1,0,-1,-1,1,0,1,1.19,1,0
3168,1056,206,6,3,0,1,0,0,0,0,0,0,1,0
3169,1057,206,7,1,0,0,1,0,-1,1,0,1.19,1,0
3170,1057,206,7,2,1,0,0,1,1,1,0,1.49,1,0
3171,1057,206,7,3,0,1,0,0,0,0,0,0,1,0
3172,1058,206,8,1,0,0,1,0,-1,-1,-1,1.99,1,0
3173,1058,206,8,2,1,0,-1,-1,-1,1,0,1.49,1,0
3174,1058,206,8,3,0,1,0,0,0,0,0,0,1,0
3175,1059,206,9,1,0,0,1,0,1,1,0,1.99,1,0
3176,1059,206,9,2,1,0,0,1,-1,0,1,0.99,1,0
3177,1059,206,9,3,0,1,0,0,0,0,0,0,1,0
3178,1060,206,10,1,1,0,0,1,1,-1,-1,1.19,1,0
3179,1060,206,10,2,0,0,-1,-1,-1,-1,-1,0.99,1,0
3180,1060,206,10,3,0,1,0,0,0,0,0,0,1,0
3181,1061,206,11,1,0,0,1,0,1,0,1,1.49,1,0
3182,1061,206,11,2,1,0,0,1,-1,0,1,0.89,1,0
3183,1061,206,11,3,0,1,0,0,0,0,0,0,1,0
3184,1062,206,12,1,0,0,0,1,-1,1,0,0.99,1,0
3185,1062,206,12,2,1,0,-1,-1,1,0,1,1.99,1,0
3186,1062,206,12,3,0,1,0,0,0,0,0,0,1,0
3187,1063,206,13,1,0,0,-1,-1,1,-1,-1,1.49,1,0
3188,1063,206,13,2,1,0,1,0,1,1,0,0.99,1,0
3189,1063,206,13,3,0,1,0,0,0,0,0,0,1,0
3190,1064,206,14,1,0,0,0,1,-1,-1,-1,1.99,1,0
3191,1064,206,14,2,1,0,1,0,-1,1,0,0.89,1,0
3192,1064,206,14,3,0,1,0,0,0,0,0,0,1,0
3193,1065,208,1,1,1,0,-1,-1,1,1,0,0.99,1,0
3194,1065,208,1,2,0,0,0,1,1,-1,-1,0.89,1,0
3195,1065,208,1,3,0,1,0,0,0,0,0,0,1,0
3196,1066,208,2,1,1,0,-1,-1,1,-1,-1,0.99,1,0
3197,1066,208,2,2,0,0,0,1,-1,-1,-1,1.99,1,0
3198,1066,208,2,3,0,1,0,0,0,0,0,0,1,0
3199,1067,208,3,1,0,0,1,0,1,0,1,1.99,1,0
3200,1067,208,3,2,0,0,-1,-1,-1,0,1,1.19,1,0
3201,1067,208,3,3,1,1,0,0,0,0,0,0,1,0
3202,1068,208,4,1,0,0,-1,-1,1,0,1,1.49,1,0
3203,1068,208,4,2,1,0,1,0,1,1,0,0.89,1,0
3204,1068,208,4,3,0,1,0,0,0,0,0,0,1,0
3205,1069,208,5,1,1,0,-1,-1,-1,1,0,1.99,1,0
3206,1069,208,5,2,0,0,0,1,1,0,1,0.89,1,0
3207,1069,208,5,3,0,1,0,0,0,0,0,0,1,0
3208,1070,208,6,1,0,0,0,1,1,-1,-1,1.49,1,0
3209,1070,208,6,2,0,0,1,0,-1,-1,-1,1.19,1,0
3210,1070,208,6,3,1,1,0,0,0,0,0,0,1,0
3211,1071,208,7,1,0,0,1,0,-1,0,1,0.99,1,0
3212,1071,208,7,2,1,0,0,1,1,1,0,1.19,1,0
3213,1071,208,7,3,0,1,0,0,0,0,0,0,1,0
3214,1072,208,8,1,1,0,1,0,-1,1,0,1.49,1,0
3215,1072,208,8,2,0,0,0,1,-1,0,1,0.99,1,0
3216,1072,208,8,3,0,1,0,0,0,0,0,0,1,0
3217,1073,208,9,1,1,0,1,0,1,1,0,0.99,1,0
3218,1073,208,9,2,0,0,-1,-1,-1,1,0,0.89,1,0
3219,1073,208,9,3,0,1,0,0,0,0,0,0,1,0
3220,1074,208,10,1,1,0,0,1,1,1,0,1.19,1,0
3221,1074,208,10,2,0,0,-1,-1,-1,-1,-1,1.49,1,0
3222,1074,208,10,3,0,1,0,0,0,0,0,0,1,0
3223,1075,208,11,1,0,0,1,0,1,0,1,1.99,1,0
3224,1075,208,11,2,0,0,0,1,-1,-1,-1,0.99,1,0
3225,1075,208,11,3,1,1,0,0,0,0,0,0,1,0
3226,1076,208,12,1,0,0,-1,-1,-1,0,1,1.19,1,0
3227,1076,208,12,2,0,0,0,1,-1,0,1,1.49,1,0
3228,1076,208,12,3,1,1,0,0,0,0,0,0,1,0
3229,1077,208,13,1,1,0,1,0,1,-1,-1,1.19,1,0
3230,1077,208,13,2,0,0,-1,-1,1,-1,-1,1.99,1,0
3231,1077,208,13,3,0,1,0,0,0,0,0,0,1,0
3232,1078,208,14,1,0,0,1,0,-1,-1,-1,0.89,1,0
3233,1078,208,14,2,0,0,0,1,-1,1,0,1.99,1,0
3234,1078,208,14,3,1,1,0,0,0,0,0,0,1,0
3235,1079,212,1,1,0,0,0,1,-1,1,0,1.49,0,1
3236,1079,212,1,2,1,0,-1,-1,-1,1,0,0.99,0,1
3237,1079,212,1,3,0,1,0,0,0,0,0,0,0,1
3238,1080,212,2,1,0,0,1,0,1,0,1,1.49,0,1
3239,1080,212,2,2,0,0,0,1,1,-1,-1,1.99,0,1
3240,1080,212,2,3,1,1,0,0,0,0,0,0,0,1
3241,1081,212,3,1,0,0,1,0,-1,0,1,0.89,0,1
3242,1081,212,3,2,1,0,-1,-1,-1,-1,-1,0.99,0,1
3243,1081,212,3,3,0,1,0,0,0,0,0,0,0,1
3244,1082,212,4,1,1,0,1,0,-1,1,0,1.19,0,1
3245,1082,212,4,2,0,0,-1,-1,1,1,0,1.99,0,1
3246,1082,212,4,3,0,1,0,0,0,0,0,0,0,1
3247,1083,212,5,1,0,0,0,1,-1,-1,-1,1.19,0,1
3248,1083,212,5,2,1,0,1,0,1,-1,-1,1.49,0,1
3249,1083,212,5,3,0,1,0,0,0,0,0,0,0,1
3250,1084,212,6,1,0,0,1,0,-1,-1,-1,1.99,0,1
3251,1084,212,6,2,0,0,-1,-1,1,0,1,1.19,0,1
3252,1084,212,6,3,1,1,0,0,0,0,0,0,0,1
3253,1085,212,7,1,1,0,1,0,1,1,0,1.19,0,1
3254,1085,212,7,2,0,0,-1,-1,1,1,0,1.49,0,1
3255,1085,212,7,3,0,1,0,0,0,0,0,0,0,1
3256,1086,212,8,1,0,0,-1,-1,-1,-1,-1,1.49,0,1
3257,1086,212,8,2,1,0,0,1,-1,1,0,0.89,0,1
3258,1086,212,8,3,0,1,0,0,0,0,0,0,0,1
3259,1087,212,9,1,0,0,-1,-1,-1,0,1,1.19,0,1
3260,1087,212,9,2,1,0,0,1,1,0,1,1.99,0,1
3261,1087,212,9,3,0,1,0,0,0,0,0,0,0,1
3262,1088,212,10,1,1,0,1,0,1,-1,-1,0.99,0,1
3263,1088,212,10,2,0,0,-1,-1,-1,0,1,1.99,0,1
3264,1088,212,10,3,0,1,0,0,0,0,0,0,0,1
3265,1089,212,11,1,1,0,0,1,1,-1,-1,1.19,0,1
3266,1089,212,11,2,0,0,1,0,-1,0,1,0.99,0,1
3267,1089,212,11,3,0,1,0,0,0,0,0,0,0,1
3268,1090,212,12,1,1,0,0,1,1,0,1,0.89,0,1
3269,1090,212,12,2,0,0,1,0,-1,1,0,1.99,0,1
3270,1090,212,12,3,0,1,0,0,0,0,0,0,0,1
3271,1091,212,13,1,0,0,0,1,1,1,0,0.99,0,1
3272,1091,212,13,2,1,0,1,0,1,1,0,0.89,0,1
3273,1091,212,13,3,0,1,0,0,0,0,0,0,0,1
3274,1092,212,14,1,0,0,0,1,-1,0,1,1.49,0,1
3275,1092,212,14,2,1,0,-1,-1,1,-1,-1,0.89,0,1
3276,1092,212,14,3,0,1,0,0,0,0,0,0,0,1
3277,1093,214,1,1,0,0,0,1,1,1,0,1.19,0,0
